feeder,substation,voltage,summerrating,peakampscurr,pctratingcurr,peakampslast,pctratinglast,loadcurvehist,loadcurvefor,amp_rating_bin
36_01_21257,212 HARBOR FRONT,"13,2",374,"216,67",57.93,"241,333",64.53,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_21257.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_21257.csv,301-400
36_01_21258,212 HARBOR FRONT,"13,2",374,"83,33",22.28,"66,667",17.83,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_21258.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_21258.csv,301-400
36_01_21351,213 DALE RD,"13,2",470,"60,33",12.84,"64,03",13.62,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_21351.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_21351.csv,401-500
36_01_21353,213 DALE RD,"13,2",470,63,13.4,"22,887",4.87,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_21353.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_21353.csv,401-500
36_01_21461,214 STATION,"4,16",351,"129,33",36.85,"129,333",36.85,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_21461.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_21461.csv,301-400
36_01_21462,214 STATION,"4,16",360,"279,67",77.69,"279,667",77.69,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_21462.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_21462.csv,301-400
36_01_21463,214 STATION,"4,16",338,270,79.88,270,79.88,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_21463.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_21463.csv,301-400
36_01_21464,214 STATION,"4,16",339,"159,67",47.1,"159,667",47.1,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_21464.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_21464.csv,301-400
36_01_21465,214 STATION,"4,16",379,19,5.01,"185,333",48.9,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_21465.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_21465.csv,301-400
36_01_215451,Ohio Childs (MITS),"13,2",365,89,24.38,"51,917",14.22,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_215451.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_215451.csv,301-400
36_01_215452,Ohio Childs (MITS),"13,2",409,"68,67",16.79,"64,277",15.72,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_215452.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_215452.csv,401-500
36_01_2161,21 MAIN,"4,16",300,"17,67",5.89,"227,617",75.87,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2161.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2161.csv,201-300
36_01_2163,21 MAIN,"4,16",300,46,15.33,"133,85",44.62,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2163.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2163.csv,201-300
36_01_2164,21 MAIN,"4,16",300,"36,67",12.22,"335,537",111.85,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2164.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2164.csv,201-300
36_01_2166,21 MAIN,"4,16",300,"238,67",79.56,"249,19",83.06,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2166.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2166.csv,201-300
36_01_2167,21 MAIN,"4,16",300,"333,33",111.11,"260,723",86.91,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2167.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2167.csv,201-300
36_01_2168,21 MAIN,"4,16",300,"134,33",44.78,"122,4",40.8,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2168.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2168.csv,201-300
36_01_2169,21 MAIN,"4,16",300,293,97.67,"293,21",97.74,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2169.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2169.csv,201-300
36_01_2171,21 MAIN,"4,16",300,"181,67",60.56,"181,75",60.58,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2171.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2171.csv,201-300
36_01_2172,21 MAIN,"4,16",300,"82,67",27.56,"82,67",27.56,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2172.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2172.csv,201-300
36_01_2173,21 MAIN,"4,16",300,"177,67",59.22,"178,043",59.35,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2173.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2173.csv,201-300
36_01_22451,224 SWEET HOME,"13,2",307,202,65.8,"201,92",65.77,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_22451.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_22451.csv,301-400
36_01_22452,224 SWEET HOME,"13,2",344,131,38.08,"131,163",38.13,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_22452.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_22452.csv,301-400
36_01_22453,224 SWEET HOME,"13,2",344,"129,33",37.6,"129,333",37.6,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_22453.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_22453.csv,301-400
36_01_22454,224 SWEET HOME,"13,2",349,"168,33",48.23,"168,493",48.28,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_22454.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_22454.csv,301-400
36_01_22455,224 SWEET HOME,"13,2",288,"114,33",39.7,"136,333",47.34,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_22455.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_22455.csv,201-300
36_01_22457,224 SWEET HOME,"13,2",327,"123,67",37.82,"0,43",0.13,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_22457.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_22457.csv,301-400
36_01_22458,224 SWEET HOME,"13,2",307,"103,33",33.66,"117,333",38.22,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_22458.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_22458.csv,301-400
36_01_2261,22 KENMORE,"4,16",245,161,65.71,"103,333",42.18,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2261.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2261.csv,201-300
36_01_2262,22 KENMORE,"4,16",351,132,37.61,"134,397",38.29,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2262.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2262.csv,301-400
36_01_2263,22 KENMORE,"4,16",254,224,88.19,"239,017",94.1,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2263.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2263.csv,201-300
36_01_2264,22 KENMORE,"4,16",251,"177,67",70.78,181,72.11,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2264.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2264.csv,201-300
36_01_2267,22 KENMORE,"4,16",339,239,70.5,"231,707",68.35,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2267.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2267.csv,301-400
36_01_2268,22 KENMORE,"4,16",289,"169,33",58.59,"171,073",59.19,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2268.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2268.csv,201-300
36_01_2269,22 KENMORE,"4,16",343,"218,33",63.65,"216,953",63.25,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2269.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2269.csv,301-400
36_01_2271,22 KENMORE,"4,16",240,138,57.5,"141,383",58.91,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2271.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2271.csv,201-300
36_01_2272,22 KENMORE,"4,16",300,"210,33",70.11,"222,02",74.01,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2272.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2272.csv,201-300
36_01_2273,22 KENMORE,"4,16",261,"187,33",71.77,"177,037",67.83,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2273.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2273.csv,201-300
36_01_22951,229 RENAISSANCE DR,"13,2",500,97,19.4,"96,84",19.37,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_22951.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_22951.csv,401-500
36_01_22952,229 RENAISSANCE DR,"13,2",500,112,22.4,"121,88",24.38,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_22952.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_22952.csv,401-500
36_01_22953,229 RENAISSANCE DR,"13,2",359,"153,33",42.71,"159,473",44.42,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_22953.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_22953.csv,301-400
36_01_22954,229 RENAISSANCE DR,"13,2",500,"103,67",20.73,"109,96",21.99,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_22954.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_22954.csv,401-500
36_01_22955,229 RENAISSANCE DR,"13,2",500,"294,67",58.93,"285,693",57.14,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_22955.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_22955.csv,401-500
36_01_22956,229 RENAISSANCE DR,"13,2",359,211,58.77,"225,843",62.91,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_22956.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_22956.csv,301-400
36_01_22957,229 RENAISSANCE DR,"13,2",500,"122,33",24.47,"127,677",25.54,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_22957.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_22957.csv,401-500
36_01_2361,23 KENMORE,"4,16",300,"234,33",78.11,"256,807",85.6,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2361.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2361.csv,201-300
36_01_2362,23 KENMORE,"4,16",300,"167,67",55.89,"180,2",60.07,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2362.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2362.csv,201-300
36_01_2364,23 KENMORE,"4,16",300,"226,33",75.44,"265,077",88.36,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2364.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2364.csv,201-300
36_01_2365,23 KENMORE,"4,16",300,"151,33",50.44,"161,563",53.85,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2365.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2365.csv,201-300
36_01_2366,23 KENMORE,"4,16",300,"82,67",27.56,78,26,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2366.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2366.csv,201-300
36_01_2367,23 KENMORE,"4,16",300,"199,33",66.44,"209,313",69.77,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2367.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2367.csv,201-300
36_01_2368,23 KENMORE,"4,16",300,172,57.33,"175,593",58.53,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2368.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2368.csv,201-300
36_01_2369,23 KENMORE,"4,16",300,"181,67",60.56,"180,75",60.25,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2369.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2369.csv,201-300
36_01_2371,23 KENMORE,"4,16",300,191,63.67,"188,623",62.87,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2371.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2371.csv,201-300
36_01_2372,23 KENMORE,"4,16",300,"205,33",68.44,"249,133",83.04,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2372.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2372.csv,201-300
36_01_2373,23 KENMORE,"4,16",300,"176,67",58.89,"187,437",62.48,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2373.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2373.csv,201-300
36_01_2461,24 KENMORE,"4,16",246,"106,33",43.22,"109,753",44.62,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2461.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2461.csv,201-300
36_01_2462,24 KENMORE,"4,16",300,"256,33",85.44,"271,393",90.46,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2462.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2462.csv,201-300
36_01_2463,24 KENMORE,"4,16",247,194,78.54,"179,183",72.54,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2463.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2463.csv,201-300
36_01_2465,24 KENMORE,"4,16",300,"202,67",67.56,"209,153",69.72,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2465.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2465.csv,201-300
36_01_2466,24 KENMORE,"4,16",237,"134,67",56.82,"155,443",65.59,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2466.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2466.csv,201-300
36_01_2467,24 KENMORE,"4,16",300,"230,67",76.89,"238,603",79.53,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2467.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2467.csv,201-300
36_01_2469,24 KENMORE,"4,16",300,"233,67",77.89,"230,053",76.68,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2469.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2469.csv,201-300
36_01_2471,24 KENMORE,"4,16",266,"215,67",81.08,"218,067",81.98,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2471.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2471.csv,201-300
36_01_2472,24 KENMORE,"4,16",266,"202,67",76.19,"203,903",76.66,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2472.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2472.csv,201-300
36_01_2473,24 KENMORE,"4,16",235,"105,33",44.82,"109,773",46.71,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2473.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2473.csv,201-300
36_01_2563,25 STATION 25,"4,16",266,"183,33",68.92,100,37.59,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2563.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2563.csv,201-300
36_01_2564,25 STATION 25,"4,16",266,"211,67",79.58,"66,667",25.06,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2564.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2564.csv,201-300
36_01_2565,25 STATION 25,"4,16",266,250,93.98,"166,667",62.66,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2565.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2565.csv,201-300
36_01_2566,25 STATION 25,"4,16",266,175,65.79,150,56.39,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2566.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2566.csv,201-300
36_01_2568,25 STATION 25,"4,16",266,130,48.87,"116,667",43.86,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2568.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2568.csv,201-300
36_01_2569,25 STATION 25,"4,16",266,"166,67",62.66,"116,667",43.86,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2569.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2569.csv,201-300
36_01_2571,25 STATION 25,"4,16",266,"108,33",40.73,"36,667",13.78,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2571.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2571.csv,201-300
36_01_2572,25 STATION 25,"4,16",266,"108,33",40.73,"83,333",31.33,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_2572.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_2572.csv,201-300
